title,genres,rating
Cocoon: The Return (1988),Comedy|Sci-Fi,4
Rocky II (1979),Action|Drama,3
Rocky III (1982),Action|Drama,4
Rocky IV (1985),Action|Drama,4
Rocky V (1990),Action|Drama,4
Clue (1985),Comedy|Crime|Mystery|Thriller,5
Young Sherlock Holmes (1985),Action|Adventure|Children|Fantasy|Mystery|Thriller,4
Violets Are Blue... (1986),Drama|Romance,4
Back to School (1986),Comedy,4
Heartburn (1986),Comedy|Drama,2
Nothing in Common (1986),Comedy,4
Extremities (1986),Drama|Thriller,3
"Karate Kid, The (1984)",Drama,4
"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,4
"Karate Kid, Part III, The (1989)",Action|Adventure|Children|Drama,3
Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy,3
You've Got Mail (1998),Comedy|Romance,3
"General, The (1998)",Crime,4
"Theory of Flight, The (1998)",Comedy|Drama|Romance,3
"Thin Red Line, The (1998)",Action|Drama|War,5
"Faculty, The (1998)",Horror|Sci-Fi,2
Mighty Joe Young (1998),Action|Adventure|Drama|Fantasy|Thriller,4
Mighty Joe Young (1949),Adventure|Children|Drama,5
Patch Adams (1998),Comedy|Drama,5
Stepmom (1998),Drama,5
"Civil Action, A (1998)",Drama,4
Down in the Delta (1998),Drama,5
Hurlyburly (1998),Drama,5
Tea with Mussolini (1999),Comedy|Drama|War,5
Wilde (1997),Drama,5
Affliction (1997),Drama,5
Another Day in Paradise (1998),Drama,5
"Hi-Lo Country, The (1998)",Drama|Romance|Western,5
Hilary and Jackie (1998),Drama,5
Playing by Heart (1998),Drama|Romance,4
24 7: Twenty Four Seven (1997),Comedy|Drama,4
At First Sight (1999),Drama,5
In Dreams (1999),Horror|Thriller,4
Varsity Blues (1999),Comedy|Drama,4
Virus (1999),Horror|Sci-Fi,5
"Garbage Pail Kids Movie, The (1987)",Adventure|Children|Comedy,5
Howard the Duck (1986),Adventure|Comedy|Sci-Fi,4
"Gate, The (1987)",Horror,4
"Boy Who Could Fly, The (1986)",Drama|Fantasy,5
"Fly, The (1958)",Horror|Mystery|Sci-Fi,4
"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller,5
"Fly II, The (1989)",Horror|Sci-Fi,2
Running Scared (1986),Action|Comedy,5
Armed and Dangerous (1986),Comedy|Crime,4
"Texas Chainsaw Massacre, The (1974)",Horror,4
"Texas Chainsaw Massacre 2, The (1986)",Horror,3
Leatherface: Texas Chainsaw Massacre III (1990),Comedy|Horror|Thriller,3
Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),Horror,4
Ruthless People (1986),Comedy,4
Deadly Friend (1986),Horror,2
"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller,4
Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller,4
Peggy Sue Got Married (1986),Comedy|Drama,5
Crocodile Dundee (1986),Adventure|Comedy,4
Crocodile Dundee II (1988),Action|Adventure|Comedy,5
Tough Guys (1986),Comedy,4
Soul Man (1986),Comedy,4
"Color of Money, The (1986)",Drama,4
52 Pick-Up (1986),Action|Mystery|Thriller,5
Heartbreak Ridge (1986),Action|War,4
Firewalker (1986),Adventure,4
¡Three Amigos! (1986),Comedy|Western,3
Gloria (1999),Drama|Thriller,4
My Name Is Joe (1998),Drama|Romance,4
Still Crazy (1998),Comedy|Romance,5
"Day of the Beast, The (Día de la Bestia, El) (1995)",Adventure|Comedy|Thriller,2
She's All That (1999),Comedy|Romance,4
Peeping Tom (1960),Drama|Horror|Thriller,5
Spanish Fly (1998),Drama,4
Payback (1999),Action|Thriller,3
Simply Irresistible (1999),Comedy|Romance,5
20 Dates (1998),Comedy|Romance,4
"Fantastic Planet, The (Planète sauvage, La) (1973)",Animation|Sci-Fi,5
Blast from the Past (1999),Comedy|Romance,4
Message in a Bottle (1999),Romance,4
My Favorite Martian (1999),Comedy|Sci-Fi,4
God Said 'Ha!' (1998),Comedy,5
Jawbreaker (1999),Comedy,5
October Sky (1999),Drama,4
Office Space (1999),Comedy|Crime,5
200 Cigarettes (1999),Comedy|Drama,5
8MM (1999),Drama|Mystery|Thriller,4
"Other Sister, The (1999)",Comedy|Drama|Romance,4
Breakfast of Champions (1999),Comedy|Sci-Fi,4
"Long Goodbye, The (1973)",Crime|Film-Noir,5
Pet Sematary (1989),Horror,5
Pet Sematary II (1992),Comedy|Horror,5
Children of the Corn II: The Final Sacrifice (1993),Horror,5
Children of the Corn III (1994),Horror,4
Christine (1983),Horror,4
Night Shift (1982),Comedy,4
House on Haunted Hill (1959),Drama|Horror|Thriller,5
Airport (1970),Drama,4
Airport 1975 (1974),Action|Drama|Thriller,4
Airport '77 (1977),Drama,4
"Towering Inferno, The (1974)",Action|Adventure|Drama|Thriller,4
Alligator (1980),Action|Horror|Sci-Fi,3
Westworld (1973),Action|Sci-Fi|Thriller|Western,4
Logan's Run (1976),Action|Adventure|Sci-Fi,5
Planet of the Apes (1968),Action|Drama|Sci-Fi,2
Beneath the Planet of the Apes (1970),Action|Sci-Fi,1
Battle for the Planet of the Apes (1973),Action|Sci-Fi,3
Conquest of the Planet of the Apes (1972),Action|Sci-Fi,3
Escape from the Planet of the Apes (1971),Action|Sci-Fi,3
Avalanche (1978),Action,2
Earthquake (1974),Action|Drama|Thriller,2
"Concorde: Airport '79, The (1979)",Drama,2
Beyond the Poseidon Adventure (1979),Adventure,4
Analyze This (1999),Comedy,4
"Corruptor, The (1999)",Action|Crime|Drama|Thriller,5
Cruel Intentions (1999),Drama,3
"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,4
"School of Flesh, The (École de la chair, L') (1998)",Drama|Romance,3
Relax... It's Just Sex (1998),Comedy,4
"Deep End of the Ocean, The (1999)",Drama,2
"Rage: Carrie 2, The (1999)",Horror,3
Wing Commander (1999),Action|Sci-Fi,3
"Haunting, The (1963)",Horror|Thriller,4
Dead Ringers (1988),Drama|Horror|Thriller,3
My Boyfriend's Back (1993),Comedy,5
Village of the Damned (1960),Horror|Sci-Fi|Thriller,5
Children of the Damned (1963),Horror|Sci-Fi|Thriller,4
Baby Geniuses (1999),Comedy,4
Forces of Nature (1999),Comedy|Romance,4
"King and I, The (1999)",Animation|Children,4
Ravenous (1999),Horror|Thriller,3
True Crime (1999),Crime|Thriller,5
Bandits (1997),Drama,4
Dangerous Beauty (1998),Drama,4
"King and I, The (1956)",Drama|Musical|Romance,3
EDtv (1999),Comedy,4
"Mod Squad, The (1999)",Action|Crime,3
Among Giants (1998),Comedy|Drama|Romance,3
"Walk on the Moon, A (1999)",Drama|Romance,2
"Matrix, The (1999)",Action|Sci-Fi|Thriller,4
10 Things I Hate About You (1999),Comedy|Romance,5
Tango (1998),Drama|Musical,3
"Out-of-Towners, The (1999)",Comedy,3
"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",Drama,4
Metroland (1997),Comedy|Drama,4
Following (1998),Crime|Mystery|Thriller,3
Go (1999),Comedy|Crime,3
Never Been Kissed (1999),Comedy|Romance,3
Twin Dragons (Shuang long hui) (1992),Action|Comedy,3
Cookie's Fortune (1999),Comedy|Drama,4
"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",Drama|Romance,3
Goodbye Lover (1999),Comedy|Crime|Thriller,5
Life (1999),Comedy|Crime|Drama,4
Friends & Lovers (1999),Comedy|Drama|Romance,5
Hideous Kinky (1998),Drama,5
"Monster, The (Mostro, Il) (1994)",Comedy,4
Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi|Thriller,5
SLC Punk! (1998),Comedy|Drama,1
Lost & Found (1999),Comedy|Romance,4
Pushing Tin (1999),Comedy,4
Election (1999),Comedy,4
eXistenZ (1999),Action|Sci-Fi|Thriller,3
Entrapment (1999),Crime|Thriller,4
Idle Hands (1999),Comedy|Horror,4
Get Real (1998),Drama|Romance,3
"King of Masks, The (Bian Lian) (1996)",Drama,3
Three Seasons (1999),Drama,2
"Winslow Boy, The (1999)",Drama,3
Mildred Pierce (1945),Drama|Film-Noir,4
Night of the Comet (1984),Comedy|Horror|Sci-Fi,4
Chopping Mall (a.k.a. Killbots) (1986),Action|Horror|Sci-Fi,3
My Science Project (1985),Adventure|Sci-Fi,3
Dick Tracy (1990),Action|Crime,4
"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller,3
"Castle, The (1997)",Comedy,1
This Is My Father (1998),Drama|Romance,3
Xiu Xiu: The Sent-Down Girl (Tian yu) (1998),Drama,3
William Shakespeare's A Midsummer Night's Dream (1999),Comedy|Fantasy,4
After Life (Wandafuru raifu) (1998),Drama|Fantasy,4
Black Mask (Hak hap) (1996),Action|Adventure|Crime|Sci-Fi|Thriller,3
Edge of Seventeen (1998),Comedy|Drama|Romance,5
Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,4
"Love Letter, The (1999)",Comedy|Romance,4
"Mummy, The (1932)",Horror|Romance,3
"Mummy, The (1959)",Horror,5
"Mummy's Curse, The (1944)",Horror,3
"Mummy's Ghost, The (1944)",Horror,4
"Mummy's Hand, The (1940)",Horror,2
"Mummy's Tomb, The (1942)",Horror,4
Mommie Dearest (1981),Drama,4
Superman (1978),Action|Adventure|Sci-Fi,4
Superman II (1980),Action|Sci-Fi,5
Superman III (1983),Action|Adventure|Sci-Fi,4
Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,5
Dracula (1931),Horror,4
House of Frankenstein (1944),Horror,3
Frankenstein (1931),Drama|Horror|Sci-Fi,5
Son of Frankenstein (1939),Horror,4
"Ghost of Frankenstein, The (1942)",Horror,5
Frankenstein Meets the Wolf Man (1943),Horror,4
"Curse of Frankenstein, The (1957)",Horror,4
"Wolf Man, The (1941)",Drama|Fantasy|Horror,4
Howling II: Your Sister Is a Werewolf (1985),Horror,5
Tarantula (1955),Horror|Sci-Fi,4
"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,4
It Came from Hollywood (1982),Comedy|Documentary,4
"Thing from Another World, The (1951)",Horror|Sci-Fi,3
It Came from Outer Space (1953),Sci-Fi,4
"War of the Worlds, The (1953)",Action|Drama|Sci-Fi,4
It Came from Beneath the Sea (1955),Sci-Fi,4
Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller,3
Earth vs. the Flying Saucers (1956),Sci-Fi,4
It Conquered the World (1956),Sci-Fi,4
"Mole People, The (1956)",Horror|Sci-Fi,4
Swamp Thing (1982),Horror|Sci-Fi,4
Pork Chop Hill (1959),War,3
Run Silent Run Deep (1958),War,5
Notting Hill (1999),Comedy|Romance,4
"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller,5
Eternity and a Day (Mia aoniotita kai mia mera) (1998),Drama,3
"Loss of Sexual Innocence, The (1999)",Drama|Fantasy,3
Instinct (1999),Drama|Thriller,4
Buena Vista Social Club (1999),Documentary|Musical,3
Desert Blue (1998),Drama,4
Free Enterprise (1998),Comedy|Romance|Sci-Fi,3
Limbo (1999),Drama,1
Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy,5
"Red Violin, The (Violon rouge, Le) (1998)",Drama|Mystery,4
Tarzan (1999),Adventure|Animation|Children|Drama,4
"General's Daughter, The (1999)",Crime|Drama|Mystery|Thriller,4
Get Bruce (1999),Documentary,4
"Ideal Husband, An (1999)",Comedy|Romance,5
"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",Drama,4
Run Lola Run (Lola rennt) (1998),Action|Crime,4
Trekkies (1997),Documentary,4
Big Daddy (1999),Comedy,4
"Boys, The (1998)",Drama,4
"Dinner Game, The (Dîner de cons, Le) (1998)",Comedy,4
My Son the Fanatic (1997),Comedy|Drama|Romance,4
Zone 39 (1997),Sci-Fi,4
Arachnophobia (1990),Comedy|Horror,4
"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical,4
Wild Wild West (1999),Action|Comedy|Sci-Fi|Western,4
Summer of Sam (1999),Drama,5
Broken Vessels (1998),Drama,3
American Pie (1999),Comedy|Romance,4
Arlington Road (1999),Thriller,4
"Autumn Tale, An (Conte d'automne) (1998)",Romance,4
Muppets From Space (1999),Children|Comedy,4
"Blair Witch Project, The (1999)",Drama|Horror|Thriller,3
My Life So Far (1999),Drama,4
Eyes Wide Shut (1999),Drama|Mystery|Thriller,3
Lake Placid (1999),Horror|Thriller,5
"Velocity of Gary, The (1998)",Comedy|Romance,3
Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,4
Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi,4
Drop Dead Gorgeous (1999),Comedy,4
"Haunting, The (1999)",Horror|Thriller,4
Inspector Gadget (1999),Action|Adventure|Children|Comedy,2
Trick (1999),Comedy|Romance,4
Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller,4
Mystery Men (1999),Action|Comedy|Fantasy,2
Runaway Bride (1999),Comedy|Romance,2
Twin Falls Idaho (1999),Drama,2
"Killing, The (1956)",Crime|Film-Noir,4
Killer's Kiss (1955),Crime|Film-Noir,1
Spartacus (1960),Action|Drama|Romance|War,1
Lolita (1962),Drama|Romance,3
Barry Lyndon (1975),Drama|Romance|War,4
"400 Blows, The (Les quatre cents coups) (1959)",Crime|Drama,3
Jules and Jim (Jules et Jim) (1961),Drama|Romance,3
Vibes (1988),Adventure|Comedy|Romance,3
"Mosquito Coast, The (1986)",Adventure|Drama|Thriller,5
"Golden Child, The (1986)",Action|Adventure|Comedy|Fantasy|Mystery,4
Brighton Beach Memoirs (1986),Comedy,4
Assassination (1987),Action|Drama|Thriller,4
Crimes of the Heart (1986),Comedy|Drama,5
"Color Purple, The (1985)",Drama,3
No Mercy (1986),Action|Crime|Thriller,2
"Mission, The (1986)",Drama,1
Little Shop of Horrors (1986),Comedy|Horror|Musical,3
"Little Shop of Horrors, The (1960)",Comedy|Horror,2
Allan Quatermain and the Lost City of Gold (1987),Action|Adventure|Comedy,1
"Morning After, The (1986)",Drama|Mystery,3
Radio Days (1987),Comedy|Drama,1
Outrageous Fortune (1987),Comedy|Mystery,3
"Bedroom Window, The (1987)",Thriller,3
Frances (1982),Drama,2
Plenty (1985),Drama,3
Dick (1999),Comedy,2
"Gambler, The (Játékos, A) (1997)",Drama,2
"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi,3
"Sixth Sense, The (1999)",Drama|Horror|Mystery,4
"Thomas Crown Affair, The (1999)",Action|Mystery,1
"Thomas Crown Affair, The (1968)",Crime|Drama|Romance|Thriller,3
"Acid House, The (1998)",Comedy|Drama,2
"Adventures of Sebastian Cole, The (1998)",Comedy|Drama,3
Illuminata (1998),Comedy,3
"Yards, The (2000)",Crime|Drama,2
Bowfinger (1999),Comedy,3
Brokedown Palace (1999),Drama,1
Detroit Rock City (1999),Comedy,2
Better Than Chocolate (1999),Comedy|Romance,4
Head On (1998),Drama,3
Cobra (1925),Drama,2
Never Talk to Strangers (1995),Crime|Drama|Romance|Thriller,1
Heaven Can Wait (1978),Comedy,4
"Raven, The (1963)",Comedy|Horror,4
"Tingler, The (1959)",Horror,3
Pit and the Pendulum (1961),Horror,3
Haunted Honeymoon (1986),Comedy,2
Cat's Eye (1985),Horror,3
Monty Python's And Now for Something Completely Different (1971),Comedy,1
Damien: Omen II (1978),Horror,1
"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",Horror|Thriller,3
Airplane! (1980),Comedy,5
Airplane II: The Sequel (1982),Comedy,1
"American Werewolf in Paris, An (1997)",Comedy|Horror|Romance|Thriller,2
European Vacation (aka National Lampoon's European Vacation) (1985),Adventure|Comedy|Romance,3
National Lampoon's Vacation (1983),Comedy,2
Funny Farm (1988),Comedy,3
Big (1988),Comedy|Drama|Fantasy|Romance,4
Problem Child (1990),Children|Comedy,4
Problem Child 2 (1991),Comedy,3
Little Nemo: Adventures in Slumberland (1992),Adventure|Animation|Children|Drama|Fantasy,2
Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance,5
Tequila Sunrise (1988),Action|Drama|Romance|Thriller,3
"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller,4
"Christmas Story, A (1983)",Children|Comedy,4
Mickey Blue Eyes (1999),Comedy|Romance,1
Teaching Mrs. Tingle (1999),Comedy|Thriller,2
Universal Soldier: The Return (1999),Action|Sci-Fi,3
Universal Soldier (1992),Action|Sci-Fi,3
Love Stinks (1999),Comedy,2
Perfect Blue (1997),Animation|Horror|Mystery|Thriller,3
In Too Deep (1999),Action|Thriller,1
Iron Eagle (1986),Action|War,3
Iron Eagle II (1988),Action|War,3
Aces: Iron Eagle III (1992),Action,3
Iron Eagle IV (1995),Action|War,1
Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller,3
Medicine Man (1992),Adventure|Romance,2
"13th Warrior, The (1999)",Action|Adventure|Fantasy,3
"Astronaut's Wife, The (1999)",Horror|Sci-Fi|Thriller,4
Dudley Do-Right (1999),Children|Comedy,2
"Muse, The (1999)",Comedy,4
Cabaret Balkan (Bure Baruta) (1998),Drama,1
"Lost Son, The (1999)",Drama,3
Lucie Aubrac (1997),Romance|War,2
"Very Thought of You, The (1998)",Comedy|Romance,3
Chill Factor (1999),Action|Adventure|Comedy|Thriller,3
Outside Providence (1999),Comedy,2
Bedrooms & Hallways (1998),Comedy|Romance,5
Stigmata (1999),Drama|Thriller,2
Stir of Echoes (1999),Horror|Mystery|Thriller,2
"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance,3
"Minus Man, The (1999)",Drama|Mystery,3
"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",Adventure|Children|Comedy|Drama,3
Only Angels Have Wings (1939),Adventure|Drama|Romance,4
"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",Drama,3
Saturn 3 (1980),Adventure|Sci-Fi|Thriller,3
"Soldier's Story, A (1984)",Drama,2
I Saw What You Did (1965),Thriller,3
Yellow Submarine (1968),Adventure|Animation|Comedy|Fantasy|Musical,2
American Beauty (1999),Drama|Romance,1
Stop Making Sense (1984),Documentary|Musical,3
Blue Streak (1999),Comedy,1
For Love of the Game (1999),Comedy|Drama,3
Caligula (1979),Drama,3
"Hard Day's Night, A (1964)",Adventure|Comedy|Musical,4
Splendor (1999),Comedy,3
Sugar Town (1999),Comedy,1
"Buddy Holly Story, The (1978)",Drama,3
Fright Night (1985),Comedy|Horror|Thriller,3
Fright Night Part II (1988),Horror,2
Barefoot in the Park (1967),Comedy,5
Deliverance (1972),Adventure|Drama|Thriller,3
Excalibur (1981),Adventure|Fantasy,3
Lulu on the Bridge (1998),Drama|Mystery|Romance,2
"Pajama Game, The (1957)",Comedy|Musical|Romance,4
Sommersby (1993),Drama|Mystery|Romance,3
Thumbelina (1994),Animation|Children|Fantasy,3
Tommy (1975),Musical,3
Hell Night (1981),Horror,2
Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),Action|Adventure|Comedy,2
Armour of God (Long xiong hu di) (1987),Action|Adventure|Comedy,2
Double Jeopardy (1999),Action|Crime|Drama|Thriller,2
Jakob the Liar (1999),Drama,2
Mumford (1999),Comedy|Drama,2
Dog Park (1998),Comedy|Romance,1
Guinevere (1999),Drama|Romance,2
"Adventures of Elmo in Grouchland, The (1999)",Children|Comedy,3
Simon Sez (1999),Action|Comedy,3
Drive Me Crazy (1999),Comedy|Romance,2
"Mystery, Alaska (1999)",Comedy|Drama,2
Three Kings (1999),Action|Adventure|Comedy|Drama|War,5
"Happy, Texas (1999)",Comedy,2
Plunkett & MaCleane (1999),Action|Adventure|Drama,2
Romance (1999),Drama|Romance,4
Alvarez Kelly (1966),Western,1
"Dark Half, The (1993)",Horror|Mystery,1
Gulliver's Travels (1939),Adventure|Animation|Children,1
Monkey Shines (1988),Horror|Sci-Fi,2
Phantasm (1979),Horror|Sci-Fi,2
Psycho II (1983),Horror|Mystery|Thriller,2
Psycho III (1986),Horror|Thriller,3
Sanjuro (Tsubaki Sanjûrô) (1962),Action|Adventure|Drama,4
Random Hearts (1999),Drama|Romance,2
Superstar (1999),Comedy,2
Boys Don't Cry (1999),Drama,3
"Limey, The (1999)",Crime|Drama|Thriller,3
Risky Business (1983),Comedy,2.5
Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,2
Body Heat (1981),Crime|Thriller,3
Ferris Bueller's Day Off (1986),Comedy,3.5
"Year of Living Dangerously, The (1982)",Drama|Romance|War,1.5
Children of Paradise (Les enfants du paradis) (1945),Drama|Romance,3
High Plains Drifter (1973),Western,2.5
Hang 'Em High (1968),Crime|Drama|Western,1.5
Drunken Master (Jui kuen) (1978),Action|Comedy,4
"Conformist, The (Conformista, Il) (1970)",Drama,5
Hairspray (1988),Comedy|Drama,4.5
Brief Encounter (1946),Drama|Romance,2
"Razor's Edge, The (1984)",Drama,3.5
Reds (1981),Drama|Romance,3.5
Time of the Gypsies (Dom za vesanje) (1989),Comedy|Crime|Drama|Fantasy,1.5
Days of Heaven (1978),Drama,3
"Amor brujo, El (Love Bewitched, A) (1986)",Drama|Musical,3
"Lady Eve, The (1941)",Comedy|Romance,4
Sullivan's Travels (1941),Adventure|Comedy|Romance,4.5
"Palm Beach Story, The (1942)",Comedy,3
Man Facing Southeast (1986),Drama|Sci-Fi,2
Niagara (1953),Drama|Thriller,4
Gilda (1946),Drama|Film-Noir|Mystery|Romance,4
South Pacific (1958),Musical|Romance|War,5
Flashdance (1983),Drama|Romance,3
Indochine (1992),Drama|Romance,4
"Dirty Dozen, The (1967)",Action|Drama|War,4
Mike's Murder (1984),Mystery,4
Help! (1965),Comedy|Musical,5
Goldfinger (1964),Action|Adventure|Thriller,4
From Russia with Love (1963),Action|Adventure|Thriller,5
Dr. No (1962),Action|Adventure|Thriller,3
"Blue Lagoon, The (1980)",Adventure|Drama|Romance,4
"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western,4
Sydney (Hard Eight) (1996),Crime|Drama|Thriller,5
Home Alone 2: Lost in New York (1992),Children|Comedy,5
Someone to Watch Over Me (1987),Action|Crime|Thriller,5
Fight Club (1999),Action|Crime|Drama|Thriller,5
"Story of Us, The (1999)",Comedy|Drama,5
Fever Pitch (1997),Comedy|Romance,4
Julien Donkey-Boy (1999),Drama,4
"Omega Code, The (1999)",Action,4
"Straight Story, The (1999)",Adventure|Drama,3
"Bad Seed, The (1956)",Drama|Thriller,4
Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi,5
"Man and a Woman, A (Un homme et une femme) (1966)",Drama|Romance,4
Fitzcarraldo (1982),Adventure|Drama,5
All That Jazz (1979),Drama|Fantasy|Musical,4
Red Sorghum (Hong gao liang) (1987),Drama|War,3
Crimes and Misdemeanors (1989),Comedy|Crime|Drama,5
Bats (1999),Horror|Thriller,3
"Best Man, The (1999)",Comedy|Drama,3
Bringing Out the Dead (1999),Drama,2
Crazy in Alabama (1999),Comedy|Drama,4
Three to Tango (1999),Comedy|Romance,5
Body Shots (1999),Drama,4
"Ipcress File, The (1965)",Thriller,5
